log_id,customer_id,ticket_type,rating,status,log_date
LOG_00422,CUST_0936,Technical Issue,1,Pending,2025-07-26
LOG_00423,CUST_0824,General Inquiry,2,open,2025-11-26
LOG_00424,CUST_0029,Technical Issue,,Open,2025-09-04
LOG_00425,CUST_0789,Refund Request,3,RESOLVED,2025-02-22
LOG_00426,CUST_0569,Delivery Query,4,Pending,2025-10-09
LOG_00427,CUST_0459,Delivery Query,,pending,2025-09-19
LOG_00428,CUST_0211,Account Problem,,Closed,2025-08-24
LOG_00429,CUST_0857,General Inquiry,,closed,2025-07-03
LOG_00430,CUST_0860,Refund Request,,Pending,2025-03-30
LOG_00431,CUST_0704,Delivery Query,2,Closed,2025-08-11
LOG_00432,CUST_0688,Delivery Query,4,resolved,2025-02-12
LOG_00433,CUST_0263,Technical Issue,2,resolved,2025-01-27
LOG_00434,CUST_0457,Refund Request,4,Pending,2025-06-08
LOG_00435,CUST_0929,Refund Request,3,closed,2025-04-30
LOG_00436,CUST_0159,Delivery Query,5,closed,2025-06-15
LOG_00437,CUST_0364,Account Problem,3,closed,2025-12-18
LOG_00438,CUST_0530,Account Problem,2,closed,2025-07-13
LOG_00439,CUST_0309,Refund Request,5,pending,2025-05-10
LOG_00440,CUST_0957,Refund Request,2,closed,2025-01-25
LOG_00441,CUST_0272,Technical Issue,,resolved,2025-08-27
LOG_00442,CUST_8888,Account Problem,,RESOLVED,2025-12-25
LOG_00443,CUST_0685,Delivery Query,1,Closed,2025-07-08
LOG_00444,CUST_0213,Account Problem,2,open,2025-01-08
LOG_00445,CUST_0160,General Inquiry,1,open,2025-05-17
LOG_00446,CUST_0701,Delivery Query,4,pending,2025-10-25
LOG_00447,CUST_0772,Technical Issue,4,Pending,2025-02-22
LOG_00448,CUST_0252,Technical Issue,,open,2025-07-07
LOG_00449,CUST_0983,Delivery Query,,Pending,2025-06-24
LOG_00450,CUST_0354,Technical Issue,1,Closed,2025-04-05
LOG_00451,CUST_0366,Technical Issue,4,RESOLVED,2025-07-26
LOG_00452,CUST_0638,Technical Issue,2,Open,2025-02-13
LOG_00453,CUST_0925,Technical Issue,1,RESOLVED,2025-06-12
LOG_00454,CUST_0332,General Inquiry,1,closed,2025-01-29
LOG_00455,CUST_0965,General Inquiry,2,resolved,2025-11-21
LOG_00456,CUST_0239,Refund Request,2,RESOLVED,2025-01-21
LOG_00457,CUST_0235,Refund Request,3,pending,2025-01-19
LOG_00458,CUST_0680,Technical Issue,1,open,2025-10-27
LOG_00459,CUST_0793,General Inquiry,4,Open,2025-02-15
LOG_00460,CUST_0734,Technical Issue,2,Closed,2025-08-24
LOG_00461,CUST_0472,Account Problem,5,resolved,2025-03-27
LOG_00462,CUST_0440,Technical Issue,5,resolved,2025-09-09
LOG_00463,CUST_0839,Account Problem,4,Open,2025-08-25
LOG_00464,CUST_0817,Delivery Query,5,Open,2025-11-02
LOG_00465,CUST_0205,Delivery Query,1,Closed,2025-12-02
LOG_00466,CUST_0702,Technical Issue,3,RESOLVED,2025-02-09
LOG_00467,CUST_0544,General Inquiry,1,Closed,2025-03-16
LOG_00468,CUST_0546,Delivery Query,3,open,2025-08-21
LOG_00469,CUST_0619,Account Problem,3,pending,2025-11-14
LOG_00470,CUST_0636,Delivery Query,1,open,2025-04-01
LOG_00471,CUST_0754,General Inquiry,,RESOLVED,2025-05-12
LOG_00472,CUST_0114,General Inquiry,,closed,2025-10-24
LOG_00473,CUST_0480,Account Problem,,pending,2025-05-25
LOG_00474,CUST_0237,Technical Issue,5,Open,2025-06-15
LOG_00475,CUST_0302,Delivery Query,1,closed,2025-08-15
LOG_00476,CUST_0022,General Inquiry,4,closed,2025-01-31
LOG_00477,CUST_0944,Account Problem,,closed,2025-05-11
LOG_00478,CUST_0810,Technical Issue,,Pending,2025-06-25
LOG_00479,CUST_0435,Account Problem,,RESOLVED,2025-12-04
LOG_00480,CUST_0390,Account Problem,5,RESOLVED,2025-09-19
LOG_00481,CUST_0432,Delivery Query,,closed,2025-11-15
LOG_00482,CUST_0660,Delivery Query,,resolved,2025-07-20
LOG_00483,CUST_0709,Refund Request,3,pending,2025-03-10
LOG_00484,CUST_0928,Delivery Query,4,Closed,2025-02-06
LOG_00485,CUST_0805,Technical Issue,2,open,2025-04-28
LOG_00486,CUST_0253,Delivery Query,3,pending,2025-06-29
LOG_00487,CUST_0550,Account Problem,3,closed,2025-11-29
LOG_00488,CUST_0607,Delivery Query,2,closed,2025-10-06
LOG_00489,CUST_0665,Delivery Query,1,RESOLVED,2025-03-06
LOG_00490,CUST_0287,Refund Request,5,open,2025-10-14
LOG_00491,CUST_0162,Technical Issue,3,closed,2025-01-29
LOG_00492,CUST_0480,Refund Request,2,Closed,2025-03-19
LOG_00493,CUST_0338,Delivery Query,4,pending,2025-07-28
LOG_00494,CUST_0899,Refund Request,4,closed,2025-12-23
LOG_00495,CUST_0338,General Inquiry,4,open,2025-01-31
LOG_00496,CUST_0038,Refund Request,4,Pending,2025-04-24
LOG_00497,CUST_0602,Account Problem,2,Open,2025-12-07
LOG_00498,CUST_0717,Account Problem,,RESOLVED,2025-03-14
LOG_00499,CUST_0746,Delivery Query,1,RESOLVED,2025-03-24
LOG_00500,CUST_0518,Technical Issue,3,pending,2025-08-08
LOG_00501,CUST_0953,Refund Request,3,pending,2025-06-02
LOG_00502,CUST_0432,Refund Request,2,Closed,2025-03-03
LOG_00503,CUST_0534,Delivery Query,4,Closed,2025-01-10
LOG_00504,CUST_0711,Delivery Query,2,Closed,2025-02-21
LOG_00505,CUST_0665,Delivery Query,2,pending,2025-11-02
LOG_00506,CUST_0753,Refund Request,5,closed,2025-07-20
LOG_00507,CUST_0326,Technical Issue,5,open,2025-10-24
LOG_00508,CUST_0307,Account Problem,5,pending,2025-07-18
LOG_00509,CUST_0030,Refund Request,,Open,2025-04-03
LOG_00510,CUST_0584,Delivery Query,1,Open,2025-03-31
LOG_00511,CUST_0871,Refund Request,1,pending,2025-04-30
LOG_00512,CUST_0037,General Inquiry,4,open,2025-12-28
LOG_00513,CUST_0060,Refund Request,3,resolved,2025-04-04
LOG_00514,CUST_0602,Refund Request,4,closed,2025-11-05
LOG_00515,CUST_0971,Account Problem,1,resolved,2025-05-15
LOG_00516,CUST_0206,Delivery Query,1,Open,2025-05-16
LOG_00517,CUST_0607,Account Problem,5,open,2025-11-21
LOG_00518,CUST_0215,Delivery Query,1,open,2025-01-04
LOG_00519,CUST_0949,General Inquiry,3,RESOLVED,2025-06-15
LOG_00520,CUST_0821,Account Problem,2,Closed,2025-10-30
LOG_00521,CUST_0409,General Inquiry,5,resolved,2025-11-18
LOG_00522,CUST_0578,Refund Request,4,pending,2025-12-20
LOG_00523,CUST_0024,Account Problem,5,open,2025-08-30
LOG_00524,CUST_0205,Delivery Query,,Open,2025-12-02
LOG_00525,CUST_0381,Account Problem,4,pending,2025-09-09
LOG_00526,CUST_0936,Delivery Query,,Open,2025-05-04
LOG_00527,CUST_0574,General Inquiry,4,Open,2025-08-03
LOG_00528,CUST_0908,Refund Request,2,pending,2025-02-04
LOG_00529,CUST_0233,Refund Request,5,Open,2025-10-28
LOG_00530,CUST_0284,Delivery Query,,Pending,2025-03-02
LOG_00531,CUST_0789,Delivery Query,2,Open,2025-07-28
LOG_00532,CUST_0559,Technical Issue,,RESOLVED,2025-01-06
LOG_00533,CUST_0168,Refund Request,,closed,2025-12-22
LOG_00534,CUST_0549,Account Problem,1,open,2025-02-09
LOG_00535,CUST_0184,Technical Issue,,RESOLVED,2025-11-28
LOG_00536,CUST_0626,General Inquiry,5,RESOLVED,2025-06-10
LOG_00537,CUST_0894,Refund Request,3,Closed,2025-04-07
LOG_00538,CUST_0116,Technical Issue,2,open,2025-06-14
LOG_00539,CUST_0316,Delivery Query,4,resolved,2025-09-18
LOG_00540,CUST_0702,Refund Request,4,Open,2025-08-18
LOG_00541,CUST_0396,General Inquiry,2,Open,2025-05-21
LOG_00542,CUST_0635,General Inquiry,,Closed,2025-07-17
LOG_00543,CUST_0222,Delivery Query,3,pending,2025-07-27
LOG_00544,CUST_0270,Refund Request,2,Pending,2025-03-18
LOG_00545,CUST_0483,Refund Request,5,Pending,2025-01-14
LOG_00546,CUST_0841,Technical Issue,3,open,2025-06-29
LOG_00547,CUST_0901,Delivery Query,1,Closed,2025-10-19
LOG_00548,CUST_0042,Technical Issue,3,pending,2025-12-25
LOG_00549,CUST_0778,Refund Request,5,open,2025-05-23
LOG_00550,CUST_8888,Technical Issue,2,pending,2025-12-21
LOG_00551,CUST_0776,Account Problem,3,open,2025-02-25
LOG_00552,CUST_0601,General Inquiry,3,open,2025-08-22
LOG_00553,CUST_0710,Technical Issue,5,Closed,2025-07-25
LOG_00554,CUST_0037,General Inquiry,,Closed,2025-05-08
LOG_00555,CUST_0301,Refund Request,1,resolved,2025-12-16
LOG_00556,CUST_0968,Account Problem,,Pending,2025-10-10
LOG_00557,CUST_0550,General Inquiry,3,closed,2025-01-03
LOG_00558,CUST_0306,Technical Issue,1,Closed,2025-09-21
LOG_00559,CUST_0817,Account Problem,,Open,2025-10-02
LOG_00560,CUST_0358,Technical Issue,4,Closed,2025-04-26
LOG_00561,CUST_0284,Delivery Query,,pending,2025-01-30
LOG_00562,CUST_0167,Delivery Query,5,open,2025-10-05
LOG_00563,CUST_0342,Technical Issue,2,Closed,2025-04-01
LOG_00564,CUST_0617,General Inquiry,4,RESOLVED,2025-11-05
LOG_00565,CUST_0911,Refund Request,,RESOLVED,2025-09-18
LOG_00566,CUST_0301,Refund Request,2,Pending,2025-12-21
LOG_00567,CUST_0366,Refund Request,3,Open,2025-06-04
LOG_00568,CUST_0269,Technical Issue,1,open,2025-09-22
LOG_00569,CUST_0393,Delivery Query,2,Closed,2025-12-03
LOG_00570,CUST_0927,Technical Issue,,Pending,2025-05-10
LOG_00571,CUST_0747,Refund Request,4,open,2025-04-24
LOG_00572,CUST_0104,Refund Request,1,closed,2025-01-02
LOG_00573,CUST_0932,General Inquiry,4,pending,2025-09-05
LOG_00574,CUST_0729,Account Problem,4,RESOLVED,2025-06-12
LOG_00575,CUST_0480,Technical Issue,2,closed,2025-09-13
LOG_00576,CUST_0077,Technical Issue,5,open,2025-12-12
LOG_00577,CUST_0895,Account Problem,4,pending,2025-02-23
LOG_00578,CUST_0346,General Inquiry,5,RESOLVED,2025-03-20
LOG_00579,CUST_0090,General Inquiry,4,Closed,2025-05-24
LOG_00580,CUST_0724,Technical Issue,,Closed,2025-08-21
LOG_00581,CUST_0238,General Inquiry,4,Closed,2025-01-28
LOG_00582,CUST_0047,Refund Request,,Open,2025-11-23
LOG_00583,CUST_0802,General Inquiry,3,Pending,2025-05-07
LOG_00584,CUST_0089,General Inquiry,3,open,2025-05-14
LOG_00585,CUST_0087,General Inquiry,4,Pending,2025-11-18
LOG_00586,CUST_0108,Technical Issue,,Closed,2025-05-27
LOG_00587,CUST_0278,Technical Issue,1,resolved,2025-10-14
LOG_00588,CUST_0620,Refund Request,4,RESOLVED,2025-06-13
LOG_00589,CUST_0038,Technical Issue,2,resolved,2025-04-28
LOG_00590,CUST_0021,Technical Issue,3,closed,2025-02-23
LOG_00591,CUST_0511,General Inquiry,1,Closed,2025-12-31
LOG_00592,CUST_0060,Delivery Query,5,RESOLVED,2025-11-12
LOG_00593,CUST_0748,Account Problem,5,Pending,2025-04-27
LOG_00594,CUST_0364,Account Problem,,Pending,2025-09-26
LOG_00595,CUST_0294,Account Problem,5,pending,2025-04-18
LOG_00596,CUST_0193,Refund Request,1,open,2025-08-08
LOG_00597,CUST_0850,Technical Issue,2,RESOLVED,2025-07-18
LOG_00598,CUST_0528,Account Problem,1,Pending,2025-11-29
LOG_00599,CUST_0834,Delivery Query,3,RESOLVED,2025-03-03
LOG_00600,CUST_0168,Refund Request,,open,2025-12-09
LOG_00601,CUST_0359,Delivery Query,4,closed,2025-01-08
LOG_00602,CUST_0096,Account Problem,3,open,2025-03-31
LOG_00603,CUST_0034,Technical Issue,,Pending,2025-04-03
LOG_00604,CUST_0763,Technical Issue,,Open,2025-03-28
LOG_00605,CUST_0302,Technical Issue,,RESOLVED,2025-12-25
LOG_00606,CUST_0589,Refund Request,4,closed,2025-10-05
LOG_00607,CUST_0947,General Inquiry,5,Pending,2025-03-09
LOG_00608,CUST_0955,Refund Request,5,open,2025-07-28
LOG_00609,CUST_0387,Delivery Query,3,Pending,2025-05-27
LOG_00610,CUST_0125,Account Problem,5,closed,2025-05-13
LOG_00611,CUST_0895,Account Problem,1,pending,2025-12-22
LOG_00612,CUST_0821,Technical Issue,5,RESOLVED,2025-09-12
LOG_00613,CUST_0396,General Inquiry,3,closed,2025-11-02
LOG_00614,CUST_8888,Account Problem,1,resolved,2025-01-12
LOG_00615,CUST_0965,Account Problem,1,Closed,2025-07-29
LOG_00616,CUST_0513,Refund Request,4,resolved,2025-04-17
LOG_00617,CUST_0381,Delivery Query,,RESOLVED,2025-11-16
LOG_00618,CUST_0308,Technical Issue,3,open,2025-07-09
LOG_00619,CUST_0717,Delivery Query,4,Closed,2025-08-16
LOG_00620,CUST_0101,Account Problem,3,open,2025-08-13
LOG_00621,CUST_0942,Refund Request,1,pending,2025-07-20
LOG_00622,CUST_0921,Account Problem,3,Closed,2025-01-03
LOG_00623,CUST_0770,Refund Request,4,Closed,2025-04-08
LOG_00624,CUST_0175,Account Problem,,closed,2025-01-16
LOG_00625,CUST_0789,Account Problem,,RESOLVED,2025-04-01
LOG_00626,CUST_0158,Technical Issue,2,pending,2025-04-22
LOG_00627,CUST_0229,Delivery Query,1,resolved,2025-03-30
LOG_00628,CUST_0797,Technical Issue,,Open,2025-02-22
LOG_00629,CUST_0394,Delivery Query,5,open,2025-05-29
LOG_00630,CUST_0376,Account Problem,,open,2025-01-15
LOG_00631,CUST_0204,Technical Issue,2,resolved,2025-01-23
LOG_00632,CUST_0382,Refund Request,1,Closed,2025-09-14
LOG_00633,CUST_0242,Technical Issue,5,pending,2025-12-04
LOG_00634,CUST_0956,Account Problem,2,RESOLVED,2025-09-08
LOG_00635,CUST_0546,Refund Request,2,Pending,2025-06-29
LOG_00636,CUST_0998,General Inquiry,5,open,2025-09-29
LOG_00637,CUST_0209,Account Problem,4,RESOLVED,2025-10-12
LOG_00638,CUST_0669,Refund Request,1,open,2025-11-15
LOG_00639,CUST_0718,Technical Issue,3,RESOLVED,2025-10-19
LOG_00640,CUST_0765,General Inquiry,3,closed,2025-12-22
LOG_00641,CUST_0204,Refund Request,3,Closed,2025-10-08
LOG_00642,CUST_0971,Technical Issue,,Open,2025-08-30
LOG_00643,CUST_0658,Refund Request,,Closed,2025-06-22
LOG_00644,CUST_0241,Technical Issue,2,Pending,2025-03-28
LOG_00645,CUST_0585,Account Problem,3,resolved,2025-05-07
LOG_00646,CUST_0928,Account Problem,2,Open,2025-05-09
LOG_00647,CUST_0962,General Inquiry,,pending,2025-08-15
LOG_00648,CUST_0392,Account Problem,,Pending,2025-06-13
LOG_00649,CUST_0834,Technical Issue,4,pending,2025-04-03
LOG_00650,CUST_0989,Account Problem,1,resolved,2025-08-24
LOG_00651,CUST_0279,Technical Issue,1,Pending,2025-07-19
LOG_00652,CUST_0031,Technical Issue,3,Open,2025-06-05
LOG_00653,CUST_0374,Account Problem,,Open,2025-07-15
LOG_00654,CUST_0666,Account Problem,3,RESOLVED,2025-11-24
LOG_00655,CUST_0368,Technical Issue,3,pending,2025-01-18
LOG_00656,CUST_0277,Account Problem,3,RESOLVED,2025-02-11
LOG_00657,CUST_0615,Account Problem,2,pending,2025-11-15
LOG_00658,CUST_0095,Delivery Query,4,resolved,2025-08-31
LOG_00659,CUST_8888,Delivery Query,1,Pending,2025-07-11
LOG_00660,CUST_0165,General Inquiry,,RESOLVED,2025-01-18
LOG_00661,CUST_0539,Delivery Query,1,open,2025-08-17
LOG_00662,CUST_0814,Refund Request,4,Open,2025-01-26
LOG_00663,CUST_0997,Delivery Query,5,Open,2025-04-10
LOG_00664,CUST_0977,Account Problem,1,pending,2025-12-31
LOG_00665,CUST_0089,Account Problem,1,RESOLVED,2025-10-22
LOG_00666,CUST_0913,Delivery Query,4,closed,2025-04-03
LOG_00667,CUST_0927,Account Problem,3,Open,2025-08-25
LOG_00668,CUST_0977,General Inquiry,,resolved,2025-09-24
LOG_00669,CUST_0701,Delivery Query,5,closed,2025-06-09
LOG_00670,CUST_0765,General Inquiry,2,Closed,2025-08-27
LOG_00671,CUST_0632,Refund Request,1,Open,2025-08-07
LOG_00672,CUST_0969,General Inquiry,,RESOLVED,2025-11-25
LOG_00673,CUST_0785,Technical Issue,5,RESOLVED,2025-10-04
LOG_00674,CUST_0753,Technical Issue,5,Closed,2025-01-14
LOG_00675,CUST_0668,Delivery Query,1,pending,2025-05-23
LOG_00676,CUST_0838,Refund Request,4,open,2025-10-16
LOG_00677,CUST_0330,Technical Issue,3,closed,2025-09-21
LOG_00678,CUST_0461,Technical Issue,3,closed,2025-11-30
LOG_00679,CUST_0585,Account Problem,5,Closed,2025-09-14
LOG_00680,CUST_0357,Refund Request,4,pending,2025-08-11
LOG_00681,CUST_0530,General Inquiry,1,resolved,2025-10-18
LOG_00682,CUST_0311,Account Problem,1,resolved,2025-01-11
LOG_00683,CUST_0344,General Inquiry,1,Pending,2025-10-15
LOG_00684,CUST_0832,Delivery Query,5,RESOLVED,2025-07-20
LOG_00685,CUST_0295,General Inquiry,4,Open,2025-01-02
LOG_00686,CUST_0605,Technical Issue,1,Closed,2025-03-10
LOG_00687,CUST_0239,Delivery Query,3,closed,2025-08-22
LOG_00688,CUST_0321,General Inquiry,,Pending,2025-07-22
LOG_00689,CUST_0239,General Inquiry,,Closed,2025-11-07
LOG_00690,CUST_0389,Technical Issue,1,resolved,2025-08-31
LOG_00691,CUST_0092,Refund Request,3,open,2025-07-22
LOG_00692,CUST_0453,Delivery Query,4,open,2025-10-22
LOG_00693,CUST_0663,Refund Request,2,RESOLVED,2025-03-09
LOG_00694,CUST_0456,Refund Request,2,open,2025-11-03
LOG_00695,CUST_0355,Refund Request,3,RESOLVED,2025-11-23
LOG_00696,CUST_0454,General Inquiry,3,RESOLVED,2025-07-14
LOG_00697,CUST_0837,General Inquiry,5,Closed,2025-04-08
LOG_00698,CUST_0930,Technical Issue,2,Pending,2025-09-28
LOG_00699,CUST_0327,Account Problem,5,pending,2025-04-21
LOG_00700,CUST_0751,Delivery Query,1,RESOLVED,2025-03-14
LOG_00701,CUST_0166,Delivery Query,5,Open,2025-03-08
LOG_00702,CUST_0690,Account Problem,1,RESOLVED,2025-10-21
LOG_00703,CUST_0557,Account Problem,1,Open,2025-11-16
LOG_00704,CUST_0525,Delivery Query,5,RESOLVED,2025-05-14
LOG_00705,CUST_0145,Refund Request,,closed,2025-09-16
LOG_00706,CUST_0976,Refund Request,1,closed,2025-11-22
LOG_00707,CUST_0590,Technical Issue,,RESOLVED,2025-01-04
LOG_00708,CUST_0835,Account Problem,4,Open,2025-03-15
LOG_00709,CUST_0124,Account Problem,4,Open,2025-06-03
LOG_00710,CUST_0679,General Inquiry,5,pending,2025-03-14
LOG_00711,CUST_0113,Delivery Query,3,RESOLVED,2025-08-24
LOG_00712,CUST_0712,General Inquiry,5,Closed,2025-11-14
LOG_00713,CUST_0843,Account Problem,4,resolved,2025-07-14
LOG_00714,CUST_0393,Technical Issue,3,closed,2025-10-15
LOG_00715,CUST_0684,Refund Request,3,Closed,2025-01-28
LOG_00716,CUST_0990,Refund Request,,closed,2025-12-24
LOG_00717,CUST_8888,General Inquiry,4,closed,2025-03-29
LOG_00718,CUST_0437,Account Problem,,open,2025-04-21
LOG_00719,CUST_0320,General Inquiry,2,Closed,2025-06-22
LOG_00720,CUST_0427,Delivery Query,4,closed,2025-12-15
LOG_00721,CUST_0475,Refund Request,,pending,2025-05-12
LOG_00722,CUST_0745,Refund Request,1,Open,2025-06-01
LOG_00723,CUST_0175,Account Problem,2,resolved,2025-04-19
LOG_00724,CUST_0216,Refund Request,1,resolved,2025-05-22
LOG_00725,CUST_0444,Technical Issue,,resolved,2025-10-26
LOG_00726,CUST_0495,Delivery Query,,pending,2025-12-23
LOG_00727,CUST_0985,General Inquiry,5,pending,2025-07-11
LOG_00728,CUST_0621,Technical Issue,,Closed,2025-08-26
LOG_00729,CUST_0721,General Inquiry,4,open,2025-06-09
LOG_00730,CUST_0360,General Inquiry,1,RESOLVED,2025-11-05
LOG_00731,CUST_0737,Technical Issue,4,open,2025-11-09
LOG_00732,CUST_0384,Technical Issue,,pending,2025-01-30
LOG_00733,CUST_0728,Technical Issue,,RESOLVED,2025-05-21
LOG_00734,CUST_0922,Refund Request,2,resolved,2025-12-25
LOG_00735,CUST_0652,General Inquiry,4,closed,2025-03-03
LOG_00736,CUST_0104,Delivery Query,5,pending,2025-12-31
LOG_00737,CUST_0769,Technical Issue,1,Pending,2025-06-23
LOG_00738,CUST_0418,Technical Issue,2,open,2025-09-05
LOG_00739,CUST_0885,Technical Issue,,pending,2025-06-13
LOG_00740,CUST_0730,Account Problem,,pending,2025-07-02
LOG_00741,CUST_0796,Account Problem,1,Open,2025-12-13
LOG_00742,CUST_0032,Technical Issue,2,Pending,2025-09-19
LOG_00743,CUST_0211,Delivery Query,3,Closed,2025-10-18
LOG_00744,CUST_0409,General Inquiry,4,RESOLVED,2025-11-16
LOG_00745,CUST_0642,Refund Request,1,RESOLVED,2025-06-27
LOG_00746,CUST_0724,Delivery Query,1,Pending,2025-06-03
LOG_00747,CUST_0252,Account Problem,5,pending,2025-02-23
LOG_00748,CUST_0057,Refund Request,5,Pending,2025-03-06
LOG_00749,CUST_0017,Refund Request,4,closed,2025-11-25
LOG_00750,CUST_0832,Technical Issue,3,Closed,2025-01-31
LOG_00751,CUST_0767,Refund Request,4,Pending,2025-08-02
LOG_00752,CUST_0704,Delivery Query,2,pending,2025-10-10
LOG_00753,CUST_0138,Account Problem,3,Pending,2025-02-12
LOG_00754,CUST_0003,Technical Issue,2,Pending,2025-12-28
LOG_00755,CUST_0971,Technical Issue,,Pending,2025-07-07
LOG_00756,CUST_0287,Refund Request,2,resolved,2025-04-14
LOG_00757,CUST_0126,Delivery Query,3,closed,2025-02-11
LOG_00758,CUST_0162,Refund Request,3,pending,2025-04-18
LOG_00759,CUST_0137,Refund Request,4,Pending,2025-01-09
LOG_00760,CUST_0433,Account Problem,2,Open,2025-01-11
LOG_00761,CUST_0617,Delivery Query,2,RESOLVED,2025-10-08
LOG_00762,CUST_0195,Technical Issue,4,resolved,2025-10-23
LOG_00763,CUST_0396,Delivery Query,2,Open,2025-11-30
LOG_00764,CUST_0044,Delivery Query,1,Pending,2025-07-30
LOG_00765,CUST_0989,Refund Request,4,Closed,2025-11-19
LOG_00766,CUST_0393,General Inquiry,1,closed,2025-02-15
LOG_00767,CUST_0683,Technical Issue,3,resolved,2025-08-28
LOG_00768,CUST_0047,General Inquiry,3,Open,2025-12-08
LOG_00769,CUST_0568,Delivery Query,1,Closed,2025-03-09
LOG_00770,CUST_0991,General Inquiry,2,RESOLVED,2025-10-11
LOG_00771,CUST_0868,General Inquiry,2,Open,2025-04-01
LOG_00772,CUST_0394,Delivery Query,3,Open,2025-03-04
LOG_00773,CUST_0079,General Inquiry,3,Closed,2025-02-03
LOG_00774,CUST_0016,Account Problem,,pending,2025-04-17
LOG_00775,CUST_0605,Technical Issue,4,RESOLVED,2025-01-10
LOG_00776,CUST_0525,Technical Issue,3,open,2025-04-05
LOG_00777,CUST_0943,Technical Issue,3,Pending,2025-03-06
LOG_00778,CUST_0859,Account Problem,5,closed,2025-03-26
LOG_00779,CUST_0681,Technical Issue,2,Closed,2025-08-18
LOG_00780,CUST_0536,General Inquiry,1,closed,2025-04-28
LOG_00781,CUST_0817,Refund Request,4,resolved,2025-06-23
LOG_00782,CUST_0789,General Inquiry,2,Closed,2025-04-04
LOG_00783,CUST_0329,Refund Request,,open,2025-01-07
LOG_00784,CUST_0440,Delivery Query,,resolved,2025-04-07
LOG_00785,CUST_0981,Technical Issue,3,closed,2025-07-03
LOG_00786,CUST_0112,Technical Issue,,pending,2025-05-03
LOG_00787,CUST_0826,General Inquiry,3,closed,2025-07-28
LOG_00788,CUST_0769,Account Problem,5,RESOLVED,2025-11-07
LOG_00789,CUST_0658,Refund Request,3,open,2025-06-11
LOG_00790,CUST_0508,Technical Issue,4,Pending,2025-04-08
LOG_00791,CUST_0646,Account Problem,2,closed,2025-02-15
LOG_00792,CUST_0807,Refund Request,4,pending,2025-04-28
LOG_00793,CUST_0614,Technical Issue,1,RESOLVED,2025-02-19
LOG_00794,CUST_0231,General Inquiry,3,Pending,2025-08-22
LOG_00795,CUST_8888,Delivery Query,3,RESOLVED,2025-02-06
LOG_00796,CUST_0534,Refund Request,4,Open,2025-11-26
LOG_00797,CUST_0789,General Inquiry,2,pending,2025-09-05
LOG_00798,CUST_0561,Account Problem,4,Open,2025-04-26
LOG_00799,CUST_0411,Account Problem,3,pending,2025-03-26
LOG_00800,CUST_0443,Technical Issue,5,Open,2025-08-05
LOG_00801,CUST_0223,Delivery Query,2,Closed,2025-12-27
LOG_00802,CUST_0438,Refund Request,3,Pending,2025-07-25
LOG_00803,CUST_0875,General Inquiry,3,pending,2025-02-12
LOG_00804,CUST_0448,Technical Issue,3,open,2025-02-19
LOG_00805,CUST_0995,Account Problem,5,closed,2025-09-18
LOG_00806,CUST_0762,Technical Issue,1,open,2025-11-26
LOG_00807,CUST_0970,Technical Issue,2,resolved,2025-09-23
LOG_00808,CUST_0173,Refund Request,5,pending,2025-08-18
LOG_00809,CUST_0540,General Inquiry,4,Pending,2025-04-13
LOG_00810,CUST_0937,Refund Request,1,pending,2025-11-12
LOG_00811,CUST_0235,Account Problem,4,Pending,2025-12-09
LOG_00812,CUST_0957,Refund Request,3,closed,2025-10-20
LOG_00813,CUST_0947,Delivery Query,1,Open,2025-05-20
LOG_00814,CUST_0133,Account Problem,5,open,2025-12-24
LOG_00815,CUST_0653,Refund Request,4,open,2025-03-28
LOG_00816,CUST_0638,Technical Issue,,Pending,2025-06-08
LOG_00817,CUST_0733,Refund Request,2,Open,2025-09-14
LOG_00818,CUST_0448,General Inquiry,,RESOLVED,2025-01-26
LOG_00819,CUST_0708,General Inquiry,2,RESOLVED,2025-10-12
LOG_00820,CUST_0239,Refund Request,,Closed,2025-05-11
LOG_00821,CUST_0247,Technical Issue,3,open,2025-12-08
LOG_00822,CUST_0938,Technical Issue,2,RESOLVED,2025-11-30
LOG_00823,CUST_0147,Refund Request,4,Pending,2025-01-28
LOG_00824,CUST_0265,Account Problem,4,resolved,2025-04-20
LOG_00825,CUST_0095,General Inquiry,5,Closed,2025-04-24
LOG_00826,CUST_0986,Delivery Query,5,Pending,2025-07-23
LOG_00827,CUST_0162,Account Problem,4,open,2025-09-23
LOG_00828,CUST_0579,Refund Request,1,Closed,2025-05-02
LOG_00829,CUST_0778,Refund Request,2,Pending,2025-01-22
LOG_00830,CUST_0300,General Inquiry,,Open,2025-03-13
LOG_00831,CUST_0430,General Inquiry,,closed,2025-09-23
LOG_00832,CUST_0972,Refund Request,4,RESOLVED,2025-08-10
LOG_00833,CUST_0574,General Inquiry,3,Pending,2025-01-23
LOG_00834,CUST_0108,Account Problem,4,RESOLVED,2025-05-17
LOG_00835,CUST_0573,Account Problem,5,Open,2025-07-27
LOG_00836,CUST_0251,General Inquiry,5,Open,2025-10-11
LOG_00837,CUST_0848,General Inquiry,4,Open,2025-04-29
LOG_00838,CUST_0629,Account Problem,3,closed,2025-11-10
LOG_00839,CUST_0465,General Inquiry,5,closed,2025-03-06
LOG_00840,CUST_0045,Technical Issue,4,RESOLVED,2025-11-20
LOG_00841,CUST_0898,Delivery Query,2,pending,2025-10-01
